#,Drillhole,X,Y,Sample interval,Sample interval,SAMPLE_ID,Petrographer,Өнгөлгөө,Year,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Field Lithology,New Lithology by Petrographic,New Lithology by iOGAS,Cr/V,Sr/Rb,PGM-ICP27,PGM-ICP27,PGM-ICP27,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,Cu-OG62,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,Ni-OG62,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,XRF76V,XRF76V,XRF76V,XRF76V,XRF76V
#,Drillhole,X,Y,Sample interval,Sample interval,SAMPLE_ID,Petrographer,Өнгөлгөө,Year,Polished thin section,Thin section,ASD,XRD,Fluid inclusion,EDS,EPMA,Field Lithology,New Lithology by Petrographic,New Lithology by iOGAS,Cr/V,Sr/Rb,Au ppm,Pt ppm,Pd ppm,Ag ppm,Al %,As ppm,Ba ppm,Be ppm,Bi ppm,Ca %,Cd ppm,Co ppm,Cr ppm,Cu ppm,Cu %,Fe %,Ga ppm,K %,La ppm,Li ppm,Mg %,MgO %,Mn ppm,Mo ppm,Na %,Ni ppm,Ni % ppm,P %,Pb ppm,S %,Sb ppm,Sc ppm,Sr ppm,Th ppm,Ti %,Tl ppm,U ppm,V ppm,W ppm,Zn ppm,Zr ppm,Se PPM,Rb PPM,Y PPM,Nb PPM,In PPM,Sn PPM,Te PPM,Cs PPM,Ce PPM,Tb PPM,Yb PPM,Lu PPM,Hf PPM,Ta PPM,Pr PPM,Nd PPM,Sm PPM,Eu PPM,Gd PPM,Dy PPM,Ho PPM,Er PPM,Tm PPM,Ge PPM,Al2O3 %,BaO %,CaO %,Cr2O3 %,Fe2O3 %,K2O %,MgO %,MnO %,Na2O %,P2O5 %,SO3 %,SiO2 %,SrO %,TiO2 %,Total %,PbO %,CuO %,TiO2 %,V2O5 %,ZnO %
218,OVD021,722024,5144354.55,76.6,OVD21-76.6,43220,,,2024,X,,,,,,,Mineralized gabbro,Peridodtite,,10.977011494252874,#DIV/0!,0.03,0.03,0.03,1.8,3.67,5,70,0.5,2,1.92,0.9,211,955,2960,0.296,12.45,10,0.26,10,30,14.55,24.1239,1280,1,0.47,3320,0.332,0.063,16,2.58,5,13,155,20,0.34,10,10,87,10,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,OVD021,722024,5144354.55,94.4,OVD21-94.4,43233,,,2024,X,,,,,,,Mineralized gabbro,Peridodtite,,8.346938775510203,#DIV/0!,0.03,0.03,0.03,1.4,3.9,5,80,0.5,2,2.2,0.9,244,818,3220,0.322,13,10,0.25,10,20,12.1,20.061799999999998,1240,1,0.52,3850,0.385,0.068,10,2.99,5,13,435,20,0.4,10,10,98,10,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,OVD021,722024,5144354.55,107,OVD21-107,43241,,,2024,X,,,,,,,Mineralized gabbro,Gabbro,,2.4237288135593222,#DIV/0!,0.05,0.05,0.05,7,3.4,5,110,0.7,3,1.5,2.2,433,572,10000,1.52,26,10,0.2,10,10,6.77,11.224659999999998,1565,1,0.83,9800,0.98,0.076,19,8.73,5,9,190,20,0.59,10,10,236,10,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,OVD021,722024,5144354.55,116.1,OVD21-116.1,43249,,,2024,X,,,,,,,High Mineralized gabbro,Peridodtite,,15.491228070175438,#DIV/0!,0.11,0.11,0.11,8.3,2.07,5,30,0.5,4,1.44,3.7,505,883,10000,1.475,24.1,10,0.11,10,10,10.6,17.5748,1120,1,0.25,10000,1.105,0.029,59,9.92,5,8,137,20,0.17,10,10,57,10,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,OVD021,722024,5144354.55,121,OVD21-121,43251,,ok,2024,X,,,,,,,High Mineralized gabbro,Peridodtite,,14.525423728813559,#DIV/0!,0.11,0.11,0.11,6.6,2.35,5,40,0.5,2,1.74,3,488,857,10000,1.245,23.2,10,0.12,10,10,11.25,18.6525,1205,1,0.37,10000,1.155,0.031,77,9.05,5,9,180,20,0.18,10,10,59,10,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,OVD021,722024,5144354.55,146.9,OVD21-146.9,43265,,,2024,X,,,,,,,Weakly mineralized gabbro,Peridodtite,,6.541284403669724,#DIV/0!,0.04,0.04,0.04,1.5,4.65,5,40,0.5,2,3.95,1.2,177,713,2990,0.299,10.9,10,0.09,10,40,11.55,19.1499,1345,1,0.48,2980,0.298,0.086,10,2.41,5,15,206,20,0.46,10,10,109,10,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,OVD021,722024,5144354.55,148.8,OVD21-148.8,43267,,,2024,X,,,,,,,Weakly mineralized gabbro,Peridodtite,,6.188034188034188,#DIV/0!,0.04,0.04,0.04,1.3,5,6,110,0.6,2,3.97,0.7,139,724,2010,0.201,9.63,10,0.2,10,40,11.4,18.9012,1385,1,0.75,2100,0.21,0.093,11,1.38,5,17,360,20,0.49,10,10,117,10,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,OVD021,722024,5144354.55,165.2,OVD21-165.2,43280,,,2024,X,,,,,,,Poorly mineralized gabbro,Peridodtite,,2.5390070921985815,#DIV/0!,0.01,0.01,0.01,0.5,7.58,10,370,0.7,2,5.47,0.5,57,358,606,0.0606,6.56,10,0.5,20,30,6.09,10.09722,1145,1,2.45,506,0.0506,0.105,8,0.57,5,21,868,20,0.55,10,10,141,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,SC04,722594.84,5143989.92,168.3,SC04-168.3,42807,Altantsetseg,,2024,X,,,,x,,,Spotted rock,schist,,1.4134078212290502,34.666666666666664,0.001,0.01,0.003,2,9.5,6,187,1.3,0.12,3.05,0.05,40.9,253,107,,7.62,20.4,0.87,13.5,86,3.96,6.5656799999999995,1094,1.43,1.63,140,0.014,0.1218,5,3.54,0.73,29.5,520,1.9,0.41,0.1,0.93,179,0.8,95,76.9,2,15,19,6,0.03,1.3,0.05,1,35.9,0.61,2.1,0.3,2.51,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,SC04,722594.84,5143989.92,171,SC04-171,42808,Altantsetseg,,2024,X,,,,x,,,Porphyritic basalt,Andesite,,1.481081081081081,344.2857142857143,0.003,0.01,0.001,2,8.59,7,112,1.1,0.28,4.86,0.05,40,274,130,,6.07,17,0.12,18.6,75,5.08,8.42264,993,1.27,2.26,194,0.0194,0.1726,5.3,2.47,1.12,21.4,723,2,0.59,0.02,1.03,185,1.6,78,92.1,2,2.1,18.2,6.3,0.05,2.7,0.05,1,49,0.64,1.8,0.28,2.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,SC04,722594.84,5143989.92,280.7,SC04-280.7,42808,Altantsetseg,,2024,X,,,,x,,,Diorite,Diorite,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,SC04,722594.84,5143989.92,168.3,SC04-168.3,,,,,,,,,,,,,,,1.4134078212290502,34.666666666666664,0.001,0.01,0.003,2,9.5,6,187,1.3,0.12,3.05,0.05,40.9,253,107,,7.62,20.4,0.87,13.5,86,3.96,6.5656799999999995,1094,1.43,1.63,140,0.014,0.1218,5,3.54,0.73,29.5,520,1.9,0.41,0.1,0.93,179,0.8,95,76.9,2,15,19,6,0.03,1.3,0.05,1,35.9,0.61,2.1,0.3,2.51,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,SC04,722594.84,5143989.92,171,"SC04-171, SC04-280.7",,,,,,,,,,,,,,,1.481081081081081,344.2857142857143,0.003,0.01,0.001,2,8.59,7,112,1.1,0.28,4.86,0.05,40,274,130,,6.07,17,0.12,18.6,75,5.08,8.42264,993,1.27,2.26,194,0.0194,0.1726,5.3,2.47,1.12,21.4,723,2,0.59,0.02,1.03,185,1.6,78,92.1,2,2.1,18.2,6.3,0.05,2.7,0.05,1,49,0.64,1.8,0.28,2.8,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,SC06,722452,5146266,16.7,16.7,43333,SHUTIS,,2025,,,,,,,,Gabbro,Диабаз,,0.31896551724137934,24.95,0.01,0.01,0.01,0.5,7.53,10,230,1.2,2,5.94,0.5,42,74,96,,9.04,20,0.52,20,20,3.41,5.65378,1355,1,2.35,105,,2060,6,0.01,5,27,499,20,1.26,10,10,232,10,122,213,10,20,40,7,,10,10,,90,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,SC06,722452,5146266,39.3,39.3,43353,SHUTIS,,2025,+,,,,,,,Sandstone,Тольбон габбро,,0.8108108108108109,13.45,0.01,0.01,0.01,0.5,9.55,5,190,0.8,2,0.91,0.5,31,150,104,,7.62,20,1.02,10,90,3.28,5.4382399999999995,1100,1,2.05,95,,530,6,0.76,5,31,269,20,0.54,10,10,185,10,112,86,10,20,20,6,,10,10,,50,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,SC07,727640,5142100,154.3,154.3,43460,SHUTIS,,2025,+,,,,,,,Gabbro ,Pyroxenite,Gabbro ,5.436046511627907,5.6,0.01,0.01,0.01,0.5,2.3,6,10,0.5,2,9.5,0.5,108,935,343,,7.21,10,0.08,10,10,11.25,18.6525,1220,1,0.25,350,0.035,130,3,0.97,5,55,112,20,0.2,10,10,172,10,45,11,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,4.37,0.01,13.6,0.21,10.42,0.09,18.45,0.15,0.35,0.03,2.3,45.52,0.01,0.33,100.8,,,,,
226,SC07,727640,5142100,172.5,172.5,43471,SHUTIS,,2025,+,,,,,,,Pyroxenite?-Poorly mineralized,Pyroxenite,Peridotite,17.64367816091954,5.65,0.06,0.17,0.21,0.5,1.12,8,10,0.5,2,6.71,0.5,99,1535,1340,,7.09,10,0.03,10,10,15.25,25.284499999999998,1280,1,0.1,899,0.0899,110,2,0.25,5,34,113,20,0.09,10,10,87,10,54,6,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,2.21,0.01,9.98,0.38,10.52,0.03,26.6,0.17,0.18,0.02,0.65,41.34,0.01,0.15,101.3,,,,,
229,SC07,727640,5142100,180,180,43477,SHUTIS,,2025,+,,,,,,,Dunite,Pyroxenite,,4.896694214876033,3.75,0.01,0.01,0.01,0.5,4.54,5,10,1.2,2,5.5,0.5,73,1185,157,,8.43,10,0.01,20,30,14.35,23.792299999999997,1925,1,0.13,470,0.047,1200,2,0.03,5,34,75,20,0.41,10,10,242,10,86,51,10,20,10,5,,10,10,,70,,,,,10,,,,,,,,,,,8.57,0.01,7.77,0.28,12.33,0.01,23.3,0.24,0.19,0.26,0.05,39.42,0.01,0.67,100.6,,,,,
227,SC07,727640,5142100,211.6,211.6,43494,SHUTIS,,2025,+,,,,,,,Peridotite,Peridotite,,23.333333333333332,6,0.11,0.09,0.09,0.5,1.89,5,30,0.5,2,2.95,0.5,121,1680,450,,8.26,10,0.16,10,10,18.15,30.092699999999997,1420,1,0.33,803,0.0803,240,2,0.16,5,16,120,20,0.11,10,10,72,10,72,15,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,3.65,0.01,4.3,0.42,12.44,0.18,30.6,0.19,0.51,0.05,0.39,40.82,0.01,0.19,100.9,,,,,
228,SC07,727640,5142100,246.4,246.4,43515,SHUTIS,,2025,+,,,,,,,Peridotite,Peridotite,Peridotite,23.175675675675677,6.85,0.02,0.04,0.04,0.5,1.97,5,50,0.5,2,3.24,0.5,122,1715,122,,8.47,10,0.18,10,10,18.8,31.1704,1420,1,0.37,811,0.0811,290,2,0.08,5,17,137,20,0.11,10,10,74,10,74,14,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,3.65,0.01,4.52,0.42,12.12,0.2,30.9,0.18,0.51,0.06,0.16,41.09,0.01,0.19,100.05,,,,,
243,OVD050,722420.86,5144096.3,142.15,142.8,45856,Altantsetseg,,2025,,,,,,,,Gabbrodiorite,,Gabbrodiorite,,,0.01,0.01,0.01,0.5,7.01,5,190,0.9,2,4.97,0.5,28,91,93,,4.81,10,1.16,10,60,1.68,,886,1,0.62,77,,410,2,2.21,5,25,377,20,0.33,10,10,143,10,67,50,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,13.64,0.02,6.83,0.01,6.99,1.39,2.94,0.13,0.81,0.1,5.38,57.2,0.05,0.55,103.65,,,,,
244,OVD050,722420.86,5144096.3,144.27,146.2,45859,Altantsetseg,,2025,,,,,,,,Diorite,,Gabbrodiorite,,,0.01,0.01,0.01,0.5,7.4,5,110,0.8,2,4.64,0.5,31,153,68,,5.86,10,0.3,10,60,3.35,,1105,1,1.79,112,,1120,6,1.31,5,23,480,20,0.63,10,10,150,10,68,111,10,20,20,6,,10,10,,50,,,,,10,,,,,,,,,,,14.24,0.01,6.41,0.01,8.57,0.36,5.75,0.17,2.42,0.25,3.2,53.32,0.06,1.12,102.5,,,,,
245,OVD050,722420.86,5144096.3,150,152,45862,Altantsetseg,,2025,,,,,,,,Hydrothermal breccia,,,,,0.01,0.01,0.01,0.5,8.64,24,120,0.9,2,4.11,0.5,33,183,67,,6.42,20,0.56,10,80,3.61,,1035,1,2.84,134,,1090,4,1.45,5,28,670,20,0.65,10,10,175,10,71,119,10,20,20,5,,10,10,,50,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,OVD050,722420.86,5144096.3,154.92,156,45865,Altantsetseg,,2025,,,,,,,,Hydrothermal breccia,,,,,0.01,0.01,0.01,0.5,7.91,5,130,0.9,2,5.31,0.5,36,224,61,,6.09,10,0.34,20,70,4.3,,1225,1,2.03,159,,1240,8,0.89,5,25,595,20,0.65,10,20,169,10,72,111,10,30,20,5,,10,10,,70,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,OVD050,722420.86,5144096.3,160.4,162,45871,Altantsetseg,,2025,,,,,,,,Dolerite,,Gabbrodiorite,,,0.01,0.01,0.01,0.5,8.03,5,170,0.8,2,4.34,0.5,33,191,84,,6.2,10,0.41,10,70,3.73,,1110,1,2.34,139,,1030,4,1.02,5,26,556,20,0.59,10,10,162,10,74,108,10,20,20,5,,10,10,,50,,,,,10,,,,,,,,,,,14.72,0.01,5.6,0.02,8.54,0.47,6.01,0.16,2.96,0.22,2.37,52.53,0.06,0.96,100.9,,,,,
248,SC11,727640.19,5142146.6,154.1,156,44908,Altantsetseg,,2025,,,,,,,,Rhyolite,,,,,0.02,0.01,0.01,0.5,7.7,157,740,2.1,3,1.68,0.5,3,10,6,,3.41,20,1.29,30,20,0.29,,763,2,3.51,8,,620,16,0.23,5,12,181,20,0.29,10,10,8,10,88,409,10,50,40,12,,10,10,,80,,,,,10,,,,,,,,,,,15.64,0.08,2.35,0.01,5.14,1.58,0.54,0.1,4.85,0.14,0.53,65.26,0.02,0.51,100.95,,,,,
249,SC11,727640.19,5142146.6,172.45,174,44922,Altantsetseg,,2025,,,,,,,,Gabbrodiorite,,,,,0.01,0.01,0.01,0.5,8.06,10,380,1.7,2,1.9,0.5,6,4,6,,3.23,20,1.1,30,20,0.48,,972,2,4.06,8,,860,12,0.16,5,12,278,20,0.38,10,10,8,10,93,408,10,20,50,12,,10,10,,90,,,,,10,,,,,,,,,,,16.3,0.04,2.64,0.01,4.72,1.32,0.88,0.13,5.56,0.19,0.37,65.09,0.03,0.64,101.65,,,,,
250,SC11,727640.19,5142146.6,217.3,219,44946,Altantsetseg,,2025,,,,,,,,Pyroxenite,,,,,0.04,0.12,0.15,0.5,0.97,5,10,0.5,2,3.97,0.5,115,1765,661,,8.45,10,0.04,10,10,17.6,,1210,1,0.08,984,,100,2,0.26,5,23,81,20,0.08,10,10,71,10,65,5,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,1.9,0.01,5.52,0.43,12.4,0.04,30.3,0.16,0.16,0.03,0.6,40.48,0.01,0.12,102.25,,,,,
251,SC11,727640.19,5142146.6,219,221,44947,Altantsetseg,,2025,,,,,,,,Pyroxenite,,,,,0.07,0.17,0.19,0.5,0.99,5,30,0.5,2,3.9,0.5,119,1560,1065,0.1065,8.39,10,0.05,10,10,18.05,,1205,1,0.09,931,,140,2,0.25,5,18,73,20,0.06,10,10,52,10,65,6,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,1.98,0.02,5.44,0.35,12.34,0.06,30.7,0.16,0.2,0.04,0.61,39.78,0.01,0.09,101.35,,,,,
252,SC11,727640.19,5142146.6,223,225,44950,Altantsetseg,,2025,,,,,,,,Norite,,,,,0.11,0.19,0.25,0.5,0.92,208,10,0.5,2,6.5,0.5,92,1660,989,,6.3,10,0.01,10,20,13.45,,1090,1,0.03,723,,110,4,0.23,5,25,130,20,0.06,10,10,64,10,47,5,10,20,10,6,,10,10,,50,,,,,10,,,,,,,,,,,1.82,0.01,9.58,0.34,9.3,0.01,23.3,0.14,0.1,0.03,0.58,37.67,0.01,0.12,100.5,,,,,
253,SC11,727640.19,5142146.6,233.65,235,44957,Altantsetseg,,2025,,,,,,,,Pyroxenite,,Peridotite,,,0.01,0.03,0.02,0.5,2.18,5,30,0.5,2,6.81,0.5,82,1720,187,,7.01,10,0.14,10,10,14.3,,1205,1,0.37,508,,190,2,0.11,5,33,151,20,0.18,10,10,125,10,53,11,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,4.31,0.02,10.1,0.39,10.44,0.16,25,0.16,0.57,0.04,0.26,44.81,0.02,0.3,102.3,,,,,
254,SC11,727640.19,5142146.6,244.65,246,44966,Altantsetseg,,2025,,,,,,,,Pyroxenite,,Peridotite,,,0.03,0.05,0.04,0.5,1.94,5,30,0.5,2,4.46,0.5,101,1540,214,,7.94,10,0.14,10,10,16.1,,1300,1,0.33,661,,220,2,0.1,5,24,143,20,0.14,10,10,94,10,64,12,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,3.73,0.01,6.4,0.34,11.58,0.16,27.5,0.17,0.5,0.05,0.23,42.46,0.01,0.23,100.25,,,,,
255,SC11,727640.19,5142146.6,246,248,44967,Altantsetseg,,2025,,,,,,,,Pyroxenite,,Peridotite,,,0.01,0.03,0.03,0.5,2.44,5,30,0.5,2,4.32,0.5,97,1570,113,,7.98,10,0.13,10,20,16.05,,1325,1,0.36,609,,230,2,0.08,5,26,131,20,0.21,10,10,125,10,64,14,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,4.75,0.01,6.27,0.35,11.73,0.15,27.4,0.17,0.57,0.05,0.18,41.8,0.01,0.35,101.65,,,,,
256,SC11,727640.19,5142146.6,252,254,44971,Altantsetseg,,2025,,,,,,,,Hornblende peridotite,,,,,0.01,0.04,0.03,0.5,2.17,5,40,0.5,2,2.88,0.5,113,1515,91,,8.73,10,0.17,10,10,17.2,,1400,1,0.27,713,,230,2,0.08,5,20,137,20,0.2,10,10,114,10,73,11,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,4.14,0.02,4.06,0.34,12.84,0.2,28.9,0.18,0.45,0.05,0.19,40.32,0.01,0.32,100.6,,,,,
257,SC11,727640.19,5142146.6,259,261,44976,Altantsetseg,,2025,,,,,,,,Pyroxenite,,,,,0.01,0.03,0.02,0.5,1.92,5,40,0.5,2,5.3,0.5,99,1780,106,,7.99,10,0.16,10,10,16.45,,1330,1,0.36,641,,250,2,0.08,5,27,132,20,0.13,10,10,93,10,62,13,10,20,10,6,,10,10,,50,,,,,10,,,,,,,,,,,3.69,0.02,7.46,0.4,11.58,0.18,27.9,0.17,0.55,0.05,0.2,43.83,0.01,0.2,101.75,,,,,
258,SC11,727640.19,5142146.6,263.7,265.45,44979,Altantsetseg,,2025,,,,,,,,Norite and Fault,,,,,0.01,0.03,0.02,0.5,1.65,160,20,0.5,2,5.68,0.5,86,1605,103,,6.7,10,0.13,10,20,13.8,,1160,1,0.06,559,,240,2,0.18,6,23,265,20,0.1,10,10,78,10,53,11,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,3.27,0.02,8.36,0.36,9.99,0.15,24.2,0.16,0.15,0.06,0.44,39.89,0.03,0.17,102.45,,,,,
259,SC11,727640.19,5142146.6,267,269,44981,Altantsetseg,,2025,,,,,,,,Peridotite,,Peridotite,,,0.02,0.02,0.02,0.5,1.77,27,30,0.5,2,4.93,0.5,80,1250,100,,6.43,10,0.3,10,30,12.95,,1050,1,0.02,479,,200,2,0.6,5,22,178,20,0.07,10,10,87,10,52,10,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,3.4,0.01,7.05,0.28,9.42,0.35,22.1,0.14,0.04,0.05,1.33,43.51,0.02,0.21,101.3,,,,,
260,SC11,727640.19,5142146.6,275,277,44987,Altantsetseg,,2025,,,,,,,,Pyroxenite,,Peridotite,,,0.02,0.04,0.03,0.5,2.09,5,50,0.5,2,5.56,0.5,101,1075,197,,7.92,10,0.18,10,10,15.95,,1345,1,0.37,608,,260,3,0.1,5,28,147,20,0.15,10,10,103,10,62,13,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,3.88,0.01,7.65,0.29,11.46,0.2,27.1,0.18,0.52,0.06,0.23,43.83,0.01,0.24,101.5,,,,,
261,SC11,727640.19,5142146.6,281.87,283.51,44992,Altantsetseg,,2025,,,,,,,,Hornblende peridotite,,Peridotite,,,0.01,0.03,0.02,0.5,2.08,15,20,0.5,2,4.53,0.5,97,1370,85,,7.73,10,0.12,10,10,15.8,,1310,1,0.28,574,,310,2,0.17,5,23,164,20,0.12,10,10,82,10,64,12,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,3.75,0.01,6.17,0.31,11.02,0.13,26.3,0.17,0.38,0.07,0.4,43.39,0.01,0.18,100.35,,,,,
262,SC11,727640.19,5142146.6,289.8,290.25,44998,Altantsetseg,,2025,,,,,,,,Hornblende peridotite,,Peridotite,,,0.01,0.03,0.03,0.5,2.36,5,40,0.5,2,5.21,0.5,106,1105,50,,7.97,10,0.18,10,10,15.7,,1315,1,0.45,618,,310,2,0.08,5,24,212,20,0.12,10,10,84,10,67,15,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,4.31,0.01,7.09,0.28,11.42,0.21,26.2,0.17,0.58,0.06,0.18,43.88,0.02,0.19,100.95,,,,,
263,SC11,727640.19,5142146.6,290.25,291.09,44999,Altantsetseg,,2025,,,,,,,,Diorite,,,,,0.01,0.01,0.01,0.5,7.3,5,20,0.5,2,10.2,0.5,64,40,252,,13.45,10,0.01,30,190,6.78,,2300,1,0.02,66,,2400,6,0.04,5,50,1185,20,0.76,10,10,439,10,142,89,10,20,20,11,,10,20,,80,,,,,10,,,,,,,,,,,13.88,0.01,14.55,0.01,19.78,0.01,11.95,0.31,0.04,0.57,0.09,20.4,0.13,1.24,99.66,,,,,
264,SC11,727640.19,5142146.6,308,310,44261,Altantsetseg,,2025,,,,,,,,Hornblende peridotite,,,,,0.01,0.03,0.04,0.5,1.76,8,20,0.5,2,3.61,0.5,107,1595,128,,7.8,10,0.1,10,10,16.85,,1330,1,0.24,716,,230,2,0.06,5,18,223,20,0.1,10,10,72,10,70,11,10,20,10,9,,10,10,,50,,,,,10,,,,,,,,,,,3.25,0.01,5.02,0.37,11.66,0.12,28.9,0.18,0.36,0.05,0.14,39.6,0.02,0.17,100.15,,,,,
265,SC11,727640.19,5142146.6,318,320,44266,Altantsetseg,,2025,,,,,,,,Hornblende peridotite,,,,,0.02,0.04,0.05,0.5,1.6,5,30,0.5,2,2.88,0.5,117,1570,160,,8.58,10,0.1,10,10,17.75,,1395,1,0.19,797,,210,2,0.09,5,16,147,20,0.09,10,10,65,10,72,10,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,2.97,0.01,4.03,0.4,12.55,0.12,31,0.18,0.29,0.04,0.21,39.97,0.01,0.14,101.2,,,,,
266,SC11,727640.19,5142146.6,322.44,323.65,44270,Altantsetseg,,2025,,,,,,,,Norite,,,,,0.01,0.03,0.03,0.5,1.42,66,30,0.5,2,4.94,0.5,103,1635,115,,7.33,10,0.32,10,20,15.6,,1410,1,0.06,712,,180,2,0.06,5,15,280,20,0.08,10,10,63,10,66,9,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,2.66,0.01,6.55,0.36,10.66,0.37,26.7,0.18,0.11,0.04,0.14,36.31,0.03,0.14,102.3,,,,,
267,SC11,727640.19,5142146.6,324,325.3,44272,Altantsetseg,,2025,,,,,,,,Diorite,,,,,0.01,0.01,0.01,0.5,7.83,6,960,2,2,1.33,0.5,6,76,6,,4.52,20,1.28,40,30,2,,637,3,4.23,28,,800,12,0.03,5,12,237,20,0.35,10,10,6,10,109,419,10,20,50,14,,10,10,,90,,,,,10,,,,,,,,,,,14.86,0.12,1.71,0.01,6.47,1.48,3.51,0.08,5.68,0.18,0.07,61.16,0.02,0.55,99.61,,,,,
268,SC11,727640.19,5142146.6,326.3,328.1,44276,Altantsetseg,,2025,,,,,,,,Norite,,,,,0.04,0.03,0.03,0.5,1.7,33,20,0.5,2,4.21,0.5,98,1540,72,,7.49,10,0.23,10,20,15,,1355,1,0.07,657,,230,2,0.05,5,13,250,20,0.08,10,10,53,10,72,19,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,3.18,0.01,5.65,0.35,10.84,0.27,26,0.18,0.13,0.05,0.1,37.98,0.03,0.13,101.1,,,,,
269,SC11,727640.19,5142146.6,334,336,44281,Altantsetseg,,2025,,,,,,,,Hornblende peridotite,,,,,0.01,0.03,0.03,0.5,1.57,5,30,0.5,2,3.93,0.5,111,1730,130,,8.45,10,0.1,10,10,17,,1370,1,0.15,734,,190,2,0.08,5,16,186,20,0.09,10,10,64,10,74,10,10,20,10,10,,10,10,,50,,,,,10,,,,,,,,,,,2.96,0.01,5.34,0.39,12.25,0.11,29.8,0.18,0.26,0.04,0.17,39.74,0.02,0.14,102.8,,,,,
270,SC11,727640.19,5142146.6,340,341,44285,Altantsetseg,,2025,,,,,,,,Diorite,,,,,0.01,0.01,0.01,0.5,8.15,5,1010,1.6,2,0.86,0.5,3,8,1,,3.94,20,1.6,40,40,1.81,,557,3,4.27,2,,910,16,0.01,5,12,234,20,0.38,10,10,5,10,121,420,10,20,50,14,,10,10,,90,,,,,10,,,,,,,,,,,15.41,0.12,1.09,0.01,5.47,1.86,3.01,0.07,5.69,0.19,0.01,62.67,0.02,0.62,99.29,,,,,
