source_file,source_fileId,sample_id,drillhole_id,depth_from_m,depth_to_m,depth_m,sample_type,rock_name,rock_name_original,texture,minerals,alteration,opaque_minerals,description_summary,analyst_or_lab,report_date
"22 р цооног зассан 14ш.docx (hole OVD22, 14 samples)",1ogaE3Tl1iDtPXh9h5ZKylOqCqTS58Tvx,OVD22-95-97 (47160),OVD22,95.0,97.0,,polished thin section (ӨТШ),"Strongly altered, mineralised uneven-grained hornblende peridotite (melanocratic gabbro)","Хүчтэй хувирч, хүдэржсэн жигд биш ширхэгтэй эвэр хуурмагт перидотит (меланократ габбро)","Panidiomorphic, poikilo-ophitic, subophitic; massive",Serpentine pseudomorph:30-35; Hornblende:30-35; Biotite:5-8; Altered plagioclase:10-15; Mon. pyroxene:few; Chromite:few; Magnetite:1-3; Chalcopyrite:3-5; Pyrrhotite:5-8; Pentlandite:5; Pyrite:5-8; Apatite:few,"Serpentine, talc, actinolite, saussurite, epidote, muscovite, chlorite",Chromite-magnetite-pyrite-pentlandite-pyrrhotite-chalcopyrite paragenesis; main ore as pyrite-pentlandite-chalcopyrite-pyrrhotite lenses 0.6-15 mm evenly distributed; pentlandite also as 0.1-0.2 mm veinlets,"Serpentine (talc-serpentine) pseudomorphs after olivine with olivine relicts, plus brown hornblende, phlogopite and saussuritized basic plagioclase. Strongly mineralised with large sulfide lenses; notable pentlandite content.",,
"22 р цооног зассан 14ш.docx (hole OVD22, 14 samples)",1ogaE3Tl1iDtPXh9h5ZKylOqCqTS58Tvx,OVD22-99-99.5 (47161),OVD22,99.0,99.5,,polished thin section (ӨТШ),Altered uneven-grained hornblende melanocratic gabbro (with mineralised microgabbro lens/schlieren),"Хувирсан жигд биш ширхэгтэй эвэр хуурмагт меланократ габбро (хүдэржсэн микрогабброгийн линз, шлиртэй)","Porphyritic-like, poikilo-ophitic, subophitic; massive",Hornblende:30-35; Serpentine pseudomorph:25-30; Altered plagioclase:30-35; Biotite (phlogopite):5-8; Ilmenite:0.5-1.0; Chromite:few; Chalcopyrite:few; Pyrite:1-3; Pyrrhotite:few; Apatite:0.5,"Serpentine, talc, actinolite, saussurite, chlorite; epigenetic carbonate veins 0.1-0.2 mm",Chromite-ilmenite-pyrite-chalcopyrite paragenesis in host; prismatic ilmenite 0.05-0.3 mm slightly dominant; pyrite micro-lenses. Microgabbro lens carries even micro-disseminations/lenses of pyrrhotite-chalcopyrite-pentlandite (0.03-0.2 mm) with late carbonate lenses and carbonate-iddingsite pseudomorphed olivine,Field: dolerite. Host melanocratic gabbro similar to 47160 but more plagioclase and weaker mineralisation; contains a visibly better-mineralised microgabbro (gabbro-porphyry) lens/schlieren in which sulfides associate with late carbonate and altered olivine.,,
"22 р цооног зассан 14ш.docx (hole OVD22, 14 samples)",1ogaE3Tl1iDtPXh9h5ZKylOqCqTS58Tvx,OVD22-105-107 (47162),OVD22,105.0,107.0,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained (porphyritic-like) hornblende melanocratic gabbro","Хүдэржиж, хувирсан жигд биш ширхэгтэй (шигтгээ маягийн) эвэр хуурмагт меланократ габбро","Porphyritic-like, poikilo-ophitic, subophitic; massive",Hornblende:30-35; Talc-serpentine pseudomorph:25-30; Altered plagioclase:25-30; Biotite (phlogopite):5-8; Ilmenite:0.5-1.0; Chromite:few; Chalcopyrite:3-5; Pyrite:1-3; Pyrrhotite:1-3; Pentlandite:1-2; Apatite:few; Carbonate (epigenetic):3-5,"Serpentine, talc, actinolite, saussurite, chlorite; plagioclase cores to epidote-sericite; carbonate veinlets cutting pseudomorphs","Chromite-ilmenite-pyrite-pentlandite-pyrrhotite-chalcopyrite paragenesis; main ore as pyrite-pentlandite-chalcopyrite-pyrrhotite lenses 0.5-16 mm, unevenly distributed; chalcopyrite-pyrrhotite micro-veinlets along pseudomorph fractures and in carbonate veinlets","Generally same as 47160: hornblende segregations, talc-serpentine pseudomorphs (some phlogopite-serpentine), altered zoned plagioclase groundmass. Strongly mineralised with large sulfide lenses.",,
"22 р цооног зассан 14ш.docx (hole OVD22, 14 samples)",1ogaE3Tl1iDtPXh9h5ZKylOqCqTS58Tvx,OVD22-111.8-112.4 (47163),OVD22,111.8,112.4,,polished thin section (ӨТШ),"Mineralised, carbonatised medium- to fine-grained garnet-bearing olivine-pyroxene gabbro (with microgabbro lens)","Хүдэржиж, карбонатчлагдсан дунд жижиг ширхэгтэй гранаттай оливин-пироксент габбро (микрогабброгийн линзтэй)","Subophitic, poikilo-ophitic, gabbroic; lenticular, banded","Plagioclase:35-40; Mon. pyroxene:20-25; Garnet (grossular, almandine):10-15; Iddingsite? (after olivine):5-8; Pyrrhotite:3-5; Pentlandite:2-3; Chalcopyrite:2-3; Chlorite+serpentine+epidote (secondary):10-15; Carbonate+quartz (secondary):3-5",Carbonatisation; olivine to iddingsite(-carbonate) pseudomorphs; pyroxene partly serpentine-chlorite-carbonate-epidote replaced; late carbonate-quartz lenses/veins,Pentlandite-pyrrhotite-chalcopyrite paragenesis; intergrowth lenses 0.8-2.0 mm mostly in carbonate-quartz lenses; pyrrhotite-pentlandite capillary veinlet cages along pyroxene cleavage; micro-lenses along garnet-pyroxene fractures,"Field: dolerite. Unusual gabbro with fresh plagioclase, monoclinic pyroxene, two garnet types (colorless twinned grossular and red-brown isotropic almandine-pyrope) and iddingsite pseudomorphs; significant Ni-Cu sulfide mineralisation tied to late carbonate-quartz.",,
"22 р цооног зассан 14ш.docx (hole OVD22, 14 samples)",1ogaE3Tl1iDtPXh9h5ZKylOqCqTS58Tvx,OVD22-124-126 (47164),OVD22,124.0,126.0,,polished thin section (ӨТШ),Weakly pyritised chlorite-sericite-muscovite metasomatite,Сулавтар пиритжсэн хлорит-серицит-мусковитат метасоматит,"Cryptolepidoblastic, relict?; lenticular, spotted",Sericite-muscovite aggregate:60-65; Chlorite aggregate:30-35; Pyrite (marcasite):1-2; Titanite:0.5; Carbonate:1-2,Complete metasomatic replacement (possibly of microdiorite/microgabbrodiorite); thin carbonate veinlets ~0.1 mm,Titanite-pyrite paragenesis; pyrite as 0.01-0.2 mm veinlets and even 0.01-0.05 mm disseminations,Field: spotted rock. Very fine chlorite-muscovite-sericite scaly aggregate with poorly preserved relict isometric/hexagonal shapes suggesting replacement of a primary mineral (plagioclase?); weak pyrite mineralisation.,,
"22 р цооног зассан 14ш.docx (hole OVD22, 14 samples)",1ogaE3Tl1iDtPXh9h5ZKylOqCqTS58Tvx,OVD22-135-137 (47165),OVD22,135.0,137.0,,polished thin section (ӨТШ),Pyritised chlorite-sericite-muscovite metasomatite,Пиритжсэн хлорит-серицит-мусковитат метасоматит,"Microlepidoblastic, relict?; lenticular, spotted",Sericite-muscovite aggregate:60-65; Chlorite aggregate:20-25; Pyrite (marcasite):5-8; Titanite:0.5-1; Quartz:3-5,Metasomatic; quartz micro-grains in both mica and chlorite aggregates,Titanite-pyrite paragenesis; abundant white-yellow pyrite/marcasite veinlets 0.01-0.1 mm crosscutting the fabric plus even euhedral disseminations 0.005-0.1 mm,Same rock as 47164 but with much stronger pyrite: numerous crosscutting pyrite veinlets. Field: spotted rock.,,
"22 р цооног зассан 14ш.docx (hole OVD22, 14 samples)",1ogaE3Tl1iDtPXh9h5ZKylOqCqTS58Tvx,OVD22-146.5-148 (47166),OVD22,146.5,148.0,,polished thin section (ӨТШ),"Mineralised, altered uneven-grained olivine-hornblende melanocratic gabbro",Хүдэржиж хувирсан жигд биш ширхэгтэй оливин эвэр хуурмагт меланократ габбро,"Porphyritic-like, poikilo-ophitic, subophitic; massive",Hornblende:30-35; Serpentine pseudomorph:20-25; Altered plagioclase:30-35; Biotite:5-8; Mon. pyroxene:few; Ilmenite:0.5-1.0; Chalcopyrite:1-2; Pyrrhotite:1-3; Apatite:few,"Serpentine, talc, actinolite, sericite, epidote, chlorite, carbonate, quartz; actinolite-chlorite pseudomorphs (10-15%)",Ilmenite-pyrrhotite-chalcopyrite paragenesis; ilmenite micro-disseminations 0.05-0.2 mm; pyrrhotite-chalcopyrite lenses 2-3 mm within carbonate-quartz lenses,"Field: mineralized gabbro. Similar to 47160/47161: hornblende segregations with poikilitic plagioclase, talc-serpentine pseudomorphs after olivine; moderate mineralisation with sulfide lenses in carbonate-quartz.",,
"22 р цооног зассан 14ш.docx (hole OVD22, 14 samples)",1ogaE3Tl1iDtPXh9h5ZKylOqCqTS58Tvx,OVD22-162-164.4 (47167),OVD22,162.0,164.4,,polished thin section (ӨТШ),Strongly carbonatised fine-grained arkosic sandstone,Хүчтэй карбонатчлагдсан жижиг ширхэгтэй аркоз элсжин,Psammitic; cement micro-granoblastic; parallel,Plagioclase (albite) fragments:15-20; Altered andesite (albitite) fragments:5-10; Microquartzite fragments:10-15; Quartz fragments:few; Pyrite:1-3; Siliceous aggregate + carbonate (cement):55-60 (carbonate 30-35),Strong carbonatisation: carbonate lens clusters in cement and crosscutting carbonate veinlets 0.3-8.0 mm wide,Pyrite only; dust-like pyrite in microquartzite fragments/lenses plus 0.1-0.3 mm euhedral grains in uneven clusters,"Field: siltstone. Weakly aligned crystal (albite, quartz) and lithic (altered andesite/albitophyre, microquartzite) fragments in a fine siliceous, strongly carbonatised cement; pyrite disseminations.",,
"23 р цооног дууссан 9ш.docx (hole OVD23, 9 samples)",1Hpn_S6ZrXwAI93crIjVJlKaG6QD6qAv-,OVD23-14-16 (47168),OVD23,14.0,16.0,,polished thin section (ӨТШ),Strongly altered uneven-grained hornblende peridotite,Хүчтэй хувирсан жигд биш ширхэгтэй эвэр хуурмагт перидотит,"Poikilo-ophitic, relict panidiomorphic; massive",Hornblende:45-50; Serpentine-talc pseudomorph (after olivine):15-20; Altered plagioclase:10-15; Biotite:5-8; Mon. pyroxene:5-10; Chromite:few; Magnetite:3-5; Goethite-hydrogoethite:0.5-1.0; Carbonate (epigenetic):5-10,"Serpentine, saussurite, talc, chlorite, actinolite; considerable carbonatisation (veinlets 0.03-0.3 mm); iron oxides along fractures",Magnetite-goethite-hydrogoethite paragenesis; magnetite disseminations 0.05-0.2 mm and capillary veinlets along olivine cleavage; single euhedral goethite grains 0.8-1.2 mm with hydrogoethite rims. NO Cu-Ni sulfide mineralisation observed,Field: mineralized gabbro. Same peridotite type as in holes 22 and 26 but without Cu-Ni sulfides; weakly fractured with iron-oxide staining; carbonate veinlets cut the talc-serpentine pseudomorphs.,,
"23 р цооног дууссан 9ш.docx (hole OVD23, 9 samples)",1Hpn_S6ZrXwAI93crIjVJlKaG6QD6qAv-,OVD23-29-30.8 (47169),OVD23,29.0,30.8,,polished thin section (ӨТШ),Epidote-chlorite-actinolite metasomatite (after gabbrodiorite porphyry?),Эпидот-хлорит-актинолитот метасоматит (габбродиорит порфироор үүссэн?),"Relict porphyritic, lepidogranonematoblastic; massive, lenticular",Actinolite:55-60; Mon. pyroxene relicts:few; Epidote:10-15; Chlorite:10-15; Sericite-muscovite:5-10; Pyrite:few; Pyrrhotite:1-3; Ilmenite:1-3,Green-schist style metasomatism (sericite-chlorite-epidote-actinolite); epigenetic carbonate and quartz veinlets 0.01-0.1 mm,"Ilmenite-pyrite-pyrrhotite paragenesis; 0.05-0.3 mm disseminations evenly distributed, associated with actinolite lenses","Field: dolerite. Microlepidogranonematoblastic aggregate of actinolite (dominant), chlorite, epidote and sericite-muscovite with poorly preserved monoclinic-pyroxene relicts; possibly an altered intermediate-basic dyke rock. Weakly mineralised.",,
"23 р цооног дууссан 9ш.docx (hole OVD23, 9 samples)",1Hpn_S6ZrXwAI93crIjVJlKaG6QD6qAv-,OVD23-34-36 (47170),OVD23,34.0,36.0,,polished thin section (ӨТШ),"Strongly altered, mineralised uneven-grained pyroxene-olivine-hornblende peridotite","Хүчтэй хувирч, хүдэржсэн жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт перидотит","Panidiomorphic, poikilo-ophitic, subophitic; massive",Serpentinized olivine:30-35; Hornblende:25-30; Mon. pyroxene:5-10; Orthopyroxene:5; Biotite (phlogopite):8-10; Altered plagioclase:8-10; Chromite:0.5-1.0; Magnetite:3-5; Chalcopyrite:1-3; Pyrrhotite:5-8; Sphalerite:few,"Serpentine(-talc), actinolite, chlorite, saussurite, muscovite (some probably fuchsite)",Chromite-magnetite-pyrrhotite-chalcopyrite paragenesis; magnetite mesh veinlets along olivine cleavage; pyrrhotite-chalcopyrite lenses 1-9 mm evenly distributed with serpentinized olivine (no pentlandite seen in this slide),"Field: mineralized gabbro. Typical serpentinized peridotite of the hole: mesh-textured olivine, brown hornblende, both pyroxenes, phlogopite; sulfide lens mineralisation 0.8-9.0 mm.",,
"23 р цооног дууссан 9ш.docx (hole OVD23, 9 samples)",1Hpn_S6ZrXwAI93crIjVJlKaG6QD6qAv-,OVD23-64-66 (47171),OVD23,64.0,66.0,,polished thin section (ӨТШ),"Strongly altered, mineralised uneven-grained pyroxene-olivine-hornblende peridotite","Хүчтэй хувирч, хүдэржсэн жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт перидотит","Panidiomorphic, poikilo-ophitic, subophitic; massive",Serpentinized olivine:25-30; Hornblende:30-35; Mon. pyroxene:5-10; Biotite:8-10; Orthopyroxene:5-8; Altered plagioclase:10-15; Chromite:few; Magnetite:1-3; Ilmenite:1-3; Chalcopyrite:1-3; Pyrrhotite:5-8; Pentlandite:0.5-1.0,"Serpentine, talc, actinolite, chlorite, saussurite, muscovite; chlorite-talc-actinolite pseudomorphs",Chromite-magnetite-ilmenite-pentlandite-pyrrhotite-chalcopyrite paragenesis; sulfide intergrowth lenses 0.8-9.0 mm evenly distributed with serpentinized olivine; magnetite mesh veinlets,Same rock as 47170. Significant mineralisation as evenly distributed pentlandite-bearing pyrrhotite-chalcopyrite lenses 1-9 mm plus disseminations and mesh veinlets.,,
"23 р цооног дууссан 9ш.docx (hole OVD23, 9 samples)",1Hpn_S6ZrXwAI93crIjVJlKaG6QD6qAv-,OVD23-83-85 (47172),OVD23,83.0,85.0,,polished thin section (ӨТШ),"Strongly altered, mineralised uneven-grained pyroxene-olivine-hornblende peridotite","Хүчтэй хувирч, хүдэржсэн жигд биш ширхэгтэй пироксен-оливин-эвэр хуурмагт перидотит","Panidiomorphic, poikilo-ophitic, subophitic; massive",Serpentinized olivine:25-30; Hornblende:30-35; Mon. pyroxene:5-10; Biotite:8-10; Orthopyroxene:few; Altered plagioclase:10-15; Chromite:few; Magnetite:1-3; Ilmenite:few; Chalcopyrite:0.5-1.0; Pyrrhotite:3-5; Pentlandite:few,"Serpentine(-talc), actinolite, chlorite, saussurite, muscovite; talc-chlorite-actinolite pseudomorphs possibly after pyroxene",Chromite-magnetite-ilmenite-pentlandite-pyrrhotite-chalcopyrite paragenesis; fewer lenses (0.8-6 mm) than 47170/47171; magnetite disseminations and veinlets along olivine cleavage,Same rock as 47170/47171 but with weaker sulfide mineralisation; hornblende poikilitically encloses altered plagioclase and olivine; subophitic plagioclase-mafic groundmass patches.,,
"23 р цооног дууссан 9ш.docx (hole OVD23, 9 samples)",1Hpn_S6ZrXwAI93crIjVJlKaG6QD6qAv-,OVD023-123.15-125 (47173),OVD23,123.15,125.0,,polished thin section (ӨТШ),Chlorite-sericite metasomatite,Хлорит-серицитэт метасоматит,"Microlepidoblastic; schistose, lenticular, spotted",Sericite:45-50; Chlorite:40-45; Actinolite:5-8; Titanite:1-3; Chalcopyrite:few; Pyrite:0.5-1.0; Pyrrhotite:few,Metasomatic sericite-chlorite; leucoxenised titanite micro-grains,Titanite-pyrite-pyrrhotite-chalcopyrite paragenesis; pyrite micro-grains and discontinuous veinlets elongated along schistosity 0.01-0.1 mm; rare chalcopyrite micro-grains,"Field: spotted rock. Spotted muscovite-sericite lens aggregates (0.1-0.4 mm, ~55-60% of rock) in a semi-isotropic chlorite(-sericite) cryptolepidoblastic matrix with leucoxenised titanite; weak sulfide dusting.",,
"23 р цооног дууссан 9ш.docx (hole OVD23, 9 samples)",1Hpn_S6ZrXwAI93crIjVJlKaG6QD6qAv-,OVD023-135-137 (47174),OVD23,135.0,137.0,,polished thin section (ӨТШ),Weakly mineralised argillite (phyllite) derived from siltstone,Сулавтар хүдэржсэн алевролитоор үүссэн аргиллит (филлит),"Microlepidoblastic, blastoaleuritic; schistose, lenticular, spotted",Sericite:40-45; Chlorite-clay aggregate:45-50; Silt-sized relict fragments:1-3; Titanite:3-5; Pyrite:few; Chalcopyrite:few; Quartz (secondary):; Carbonate (secondary):,"Sericite spotted lenses (0.2-0.6 mm, weak single-center sectorial extinction); quartz-carbonate veinlets 0.03-0.1 mm","Titanite-pyrite-chalcopyrite paragenesis; dust-like pyrite in main mass, rare chalcopyrite 0.01-0.1 mm; leucoxenised titanite micro-lenses",Field: breccia. Spotted aleuro-argillite: sericite spot-lenses in a pelitomorphic semi-isotropic chlorite-clay aggregate with relict silt quartz; meta-siltstone lenses/bands 10-15%; weak mineralisation.,,
"23 р цооног дууссан 9ш.docx (hole OVD23, 9 samples)",1Hpn_S6ZrXwAI93crIjVJlKaG6QD6qAv-,OVD023-141.7-143 (47175),OVD23,141.7,143.0,,polished thin section (ӨТШ),Weakly mineralised meta-siltstone,Сулавтар хүдэржсэн метаалевролит,"Microlepidoblastic, blastoaleuritic; schistose, lenticular, spotted, banded",Quartz (fragments):15-20; Feldspar (albite) fragments:5-10; Sericite-bearing chlorite cement:65-70; Titanite:1-3; Pyrite:3-5; Pyrrhotite:1-3; Chalcopyrite:few; Carbonate (secondary):25-30,Strongly carbonatised band (80-85% fine carbonate cement); carbonate(-pyrite?) veinlets 0.1-0.2 mm,"Titanite-pyrite-chalcopyrite paragenesis; even 0.01-0.2 mm disseminations of pyrite, pyrrhotite, chalcopyrite; pyrite micro-lenses concentrated in the carbonate-siltstone band",Field: siltstone. Meta-siltstone of quartz(-albite) fragments in mica-chlorite cement with sericite spot clusters in uneven bands; contains a strongly carbonatised siltstone band; weak even sulfide dusting.,,
